107	135	72	148	127	98
185	158	125	63	63	174
83	12	29	166	148	105
33	112	111	87	35	20
163	74	168	194	94	162
122	71	165	74	66	136
194	155	30	22	33	79
41	31	64	57	174	44
87	6	71	97	157	84
170	193	22	54	86	190
114	3	83	43	118	3
141	22	169	16	92	163
180	61	177	11	22	143
199	137	150	42	71	49
124	182	54	120	59	88
175	69	1	124	59	156
32	27	84	184	146	17
134	146	138	23	162	72
166	97	150	132	198	150
123	61	196	160	16	170
8	47	47	32	187	86
103	147	74	143	108	117
197	192	12	178	84	147
124	100	13	112	42	94
138	115	157	111	67	69
79	116	116	178	32	98
111	158	191	153	5	29
100	41	96	12	35	168
98	125	43	176	191	171
58	27	170	8	193	61
104	151	180	135	39	33
150	34	127	9	122	71
29	191	180	77	154	184
200	127	37	132	98	25
29	9	112	195	145	68
76	46	27	53	189	140
116	111	3	31	183	88
150	62	188	34	8	42
60	165	157	51	136	173
72	33	164	42	158	48
160	110	47	147	150	33
59	20	135	175	93	53
154	45	184	119	172	130
37	39	58	22	188	106
19	3	187	64	164	35
49	70	59	193	110	45
196	4	150	193	11	20
57	190	175	97	125	198
132	7	192	36	121	58
194	135	57	197	156	166
128	100	132	19	58	70
190	152	121	130	138	60
32	41	29	119	54	66
99	38	189	64	54	115
86	91	73	144	110	47
18	148	47	167	89	85
97	129	48	71	21	87
107	124	181	6	140	150
40	152	162	79	69	120
22	85	175	176	167	48
194	166	108	94	162	85
27	54	11	190	30	142
176	86	146	65	30	109
160	141	92	112	198	129
44	93	63	54	46	37
153	115	68	49	27	67
52	37	181	149	162	126
2	191	147	81	139	94
80	140	120	48	188	147
51	150	76	124	150	92
76	158	50	36	169	89
125	32	168	116	193	4
96	109	116	197	47	153
154	95	196	108	177	120
19	174	24	123	72	3
79	189	159	106	177	172
172	133	160	183	39	16
155	63	57	64	101	169
148	39	110	61	91	91
22	48	193	171	115	82
79	105	148	165	88	188
5	199	145	148	3	47
193	32	42	179	38	184
91	146	5	4	193	18
45	142	186	32	162	117
186	105	170	195	139	82
96	18	83	120	178	3
77	7	118	124	4	1
100	130	107	34	27	58
155	29	180	188	162	196
120	116	147	53	124	188
200	10	102	157	107	185
74	101	179	134	81	2
93	109	51	86	161	72
63	167	7	155	158	159
101	84	17	128	41	99
142	182	179	149	43	150
137	120	13	6	8	109
167	188	120	37	4	183
197	91	59	37	172	134
113	110	29	194	89	3
140	78	38	136	171	63
110	82	8	152	127	34
44	85	59	115	195	90
111	73	21	113	161	90
14	32	144	131	68	54
131	129	21	15	10	100
130	184	176	27	167	46
16	187	56	192	45	34
45	150	86	73	139	123
147	191	93	150	12	92
200	120	45	173	116	79
59	57	18	186	167	149
180	172	100	62	14	59
92	103	90	175	156	19
72	59	98	28	30	127
82	169	198	7	136	105
188	149	50	65	147	79
3	193	60	72	102	123
195	97	105	53	50	84
115	111	147	10	62	166
176	128	126	30	157	142
194	162	153	95	5	175
182	141	98	169	126	44
103	143	9	155	51	103
173	98	180	162	21	129
152	173	21	57	149	45
124	142	158	27	74	196
5	115	27	6	177	180
175	31	96	163	30	155
50	200	109	135	192	12
197	85	52	97	188	165
173	108	190	65	150	166
47	21	95	107	90	79
122	85	74	136	165	99
133	53	103	152	97	78
99	21	18	158	97	72
19	115	27	158	164	60
121	137	50	98	174	111
65	151	85	102	161	197
162	184	197	27	46	108
156	174	44	147	14	23
103	196	106	15	18	80
46	193	7	35	90	120
40	119	114	134	127	44
170	6	199	67	105	17
175	94	118	117	73	146
7	73	141	185	182	82
83	119	97	102	2	161
142	144	126	57	178	85
65	55	96	192	24	200
94	53	131	162	149	170
110	139	37	11	99	70
96	55	83	8	91	132
29	120	169	64	136	142
131	171	180	14	176	130
131	34	105	195	25	53
48	84	99	23	125	162
69	81	84	93	107	50
143	195	83	171	51	28
195	138	154	76	131	170
2	94	124	123	109	21
40	34	148	123	78	35
49	24	37	92	89	117
86	85	34	64	68	106
92	183	181	33	101	44
131	196	89	48	174	30
120	154	7	162	103	18
198	23	28	125	121	97
22	179	58	99	148	150
150	81	118	200	194	22
140	54	145	166	114	124
27	93	20	116	191	179
70	117	159	183	9	189
39	185	44	42	144	17
45	7	112	63	75	167
197	199	109	124	28	166
188	196	68	57	192	105
197	101	147	10	107	100
135	96	20	85	48	58
121	33	113	38	16	131
118	124	80	106	114	127
55	174	115	97	54	7
138	80	133	141	147	152
187	179	183	123	179	91
85	57	95	94	153	89
103	71	75	49	19	185
188	141	149	164	59	81
129	173	149	176	9	164
184	130	22	7	9	9
126	40	127	135	188	128
78	167	16	190	110	76
149	167	47	184	73	57
84	60	130	34	18	119
168	47	121	104	102	83
33	169	16	156	25	113
49	67	154	52	155	44
176	142	77	151	125	36
196	137	199	126	75	35
72	25	81	53	190	145
115	7	75	192	4	78
112	35	94	101	196	146
13	112	121	77	67	183
106	122	126	122	152	17
44	168	25	93	28	87
84	80	175	93	7	27
77	142	76	78	105	176
122	78	127	7	174	98
177	149	51	122	187	38
146	17	38	91	55	135
71	93	57	130	107	136
192	79	95	186	96	171
48	173	162	19	185	47
175	146	122	124	57	33
11	138	85	149	129	175
82	55	177	28	16	169
53	190	162	118	38	19
19	51	157	179	162	109
16	200	122	156	50	50
45	45	48	88	9	93
66	86	11	99	185	101
83	185	92	34	119	82
118	197	81	137	130	89
126	96	28	76	132	26
157	116	173	25	100	11
6	183	30	25	111	154
55	75	130	151	153	38
70	177	75	188	5	60
88	197	111	170	98	180
136	46	161	56	77	102
20	159	145	46	171	88
143	106	46	29	154	111
53	110	92	91	180	131
74	13	65	57	163	72
103	163	39	84	60	67
156	113	147	123	12	67
14	18	22	173	30	24
16	24	169	169	125	60
16	164	50	65	151	169
110	71	113	110	180	114
111	101	87	8	123	199
160	127	35	59	147	74
79	53	25	1	49	120
3	196	117	148	194	53
18	30	157	127	47	55
108	3	114	18	191	173
28	126	52	6	14	91
194	107	62	88	16	90
87	52	125	162	170	123
178	145	71	135	170	179
161	92	150	52	100	56
78	197	184	95	102	199
81	50	77	41	58	137
152	84	37	120	41	64
125	185	175	24	109	128
137	65	102	124	161	21
190	159	103	132	89	170
185	148	130	28	65	148
149	112	37	75	61	181
169	63	116	132	69	57
112	173	187	169	23	192
93	85	14	175	194	181
112	143	140	6	131	62
13	51	144	28	174	184
95	120	64	82	147	147
88	130	152	131	33	165
116	140	58	14	43	130
134	70	104	83	188	2
178	102	133	37	100	62
198	84	56	67	87	59
62	116	1	149	115	190
109	52	39	88	5	20
79	63	38	14	14	79
55	15	76	177	31	125
31	51	145	71	2	76
72	44	115	130	61	65
144	40	34	194	172	142
104	95	182	121	1	79
52	138	157	182	9	23
191	149	46	59	46	26
180	175	80	56	79	166
179	136	110	123	136	184
184	128	55	164	9	104
100	106	185	200	106	47
165	19	59	29	75	52
115	86	79	37	135	102
127	82	164	112	176	125
13	39	80	132	145	41
106	52	42	132	124	182
113	39	1	172	134	170
154	195	157	28	69	68
160	25	40	42	119	72
11	129	118	34	45	184
4	48	1	150	124	122
120	92	81	181	60	165
49	83	25	35	75	198
128	71	165	11	44	199
129	75	138	180	200	13
165	7	81	33	148	156
105	187	44	101	190	63
29	37	172	135	54	46
107	78	83	144	190	74
154	117	148	51	2	93
159	140	40	85	126	126
160	150	136	155	12	193
160	126	183	67	132	166
61	35	54	19	163	143
112	79	133	195	136	177
71	154	13	200	132	20
146	68	168	169	164	70
99	68	193	164	123	195
115	28	137	51	97	171
113	37	11	196	104	100
183	77	24	167	148	145
82	12	161	92	90	70
157	38	11	79	6	39
131	64	89	44	5	67
50	195	148	108	77	113
75	82	128	53	170	118
59	60	21	120	198	58
171	145	109	29	186	44
143	169	122	146	99	168
160	64	37	145	150	198
112	170	145	25	123	19
187	199	109	56	161	135
21	119	110	200	156	12
167	161	112	164	39	117
28	33	23	33	185	174
140	51	79	182	164	115
184	146	42	111	30	15
181	61	144	54	190	172
17	184	195	182	107	37
129	147	190	100	36	61
55	102	194	65	99	10
117	147	93	95	50	45
142	128	147	137	46	33
131	30	136	34	91	159
152	136	187	63	41	74
63	118	168	139	200	141
71	127	1	2	25	32
165	197	102	63	47	159
163	148	57	150	163	60
137	69	60	35	170	44
121	148	151	23	186	74
178	175	162	77	62	200
59	25	96	62	19	165
25	181	138	189	4	120
167	123	91	74	61	112
54	98	173	100	141	8
57	96	43	103	20	152
193	191	87	167	178	80
34	181	8	185	74	143
77	152	23	133	200	24
123	186	66	84	131	28
172	79	184	181	105	5
188	133	163	121	83	194
93	15	19	54	33	145
61	107	28	78	85	56
168	141	174	149	161	4
59	9	98	127	169	76
91	197	145	16	13	141
182	14	184	147	40	49
33	92	8	185	26	140
165	87	104	79	156	88
14	2	82	181	107	133
193	158	13	26	143	93
77	149	177	189	151	30
9	41	185	56	40	83
74	155	152	66	57	188
84	155	16	106	111	3
92	88	106	68	128	80
178	88	73	34	82	98
163	152	138	162	100	30
2	38	96	103	142	165
177	37	118	95	185	25
98	112	176	55	100	66
112	82	90	70	175	163
193	25	18	77	42	97
129	139	40	172	100	111
180	76	200	52	75	111
122	159	34	193	74	169
63	178	143	146	102	99
33	61	58	133	116	126
150	181	117	168	46	30
83	177	83	64	108	80
79	23	29	49	121	4
194	153	178	117	43	94
87	188	116	132	60	129
55	56	133	108	60	46
32	41	178	152	83	36
123	106	51	37	68	18
32	67	14	178	165	22
81	176	196	35	147	160
154	55	199	195	93	98
12	153	180	18	80	33
179	170	191	112	101	5
133	16	183	25	29	21
89	1	134	175	92	146
140	154	160	2	54	14
72	91	23	190	178	45
101	85	129	189	185	33
139	78	169	61	26	88
139	15	112	36	100	51
94	192	21	37	74	123
196	78	25	178	92	97
184	62	42	173	19	108
142	192	186	98	17	185
121	72	96	50	91	70
139	186	71	124	44	139
5	54	168	117	92	63
145	1	162	189	125	132
44	56	156	108	183	32
173	108	30	155	178	27
22	98	20	84	174	30
183	175	96	47	42	110
167	169	6	59	200	94
4	51	127	164	8	196
118	132	71	119	107	188
139	89	132	61	128	117
192	29	153	43	136	113
129	188	141	70	95	187
112	47	163	36	103	171
158	108	73	54	190	48
199	199	135	128	82	183
1	165	21	181	34	43
17	133	54	178	193	157
45	154	171	64	154	15
33	146	138	195	99	71
109	16	133	193	191	55
100	199	46	194	41	2
56	18	164	10	179	158
164	42	122	79	175	37
193	41	191	77	181	123
148	30	138	123	152	21
57	80	85	163	114	191
98	178	10	184	51	117
84	119	96	7	36	13
72	36	1	191	3	169
179	75	141	46	185	138
149	5	157	88	53	19
173	9	197	161	182	55
132	147	66	149	192	16
39	68	135	50	49	38
103	168	125	133	18	122
18	157	39	123	13	30
116	163	26	194	68	61
81	167	27	42	142	138
115	53	1	186	168	150
76	128	61	54	158	27
82	136	7	119	24	49
77	12	14	94	29	110
78	110	35	120	34	65
129	161	200	137	23	188
65	104	22	177	48	15
42	155	146	194	153	4
187	156	20	131	69	53
71	28	6	69	129	3
129	46	175	24	138	88
19	81	200	137	109	109
29	78	179	37	115	78
180	93	187	131	106	166
86	143	90	199	52	126
124	31	135	89	110	125
179	172	32	57	58	2
21	72	200	191	181	130
37	185	141	174	143	148
12	117	188	165	164	93
94	139	198	130	129	150
140	178	158	97	60	170
114	37	87	147	167	77
61	33	162	65	70	160
132	170	30	133	115	124
34	75	189	81	87	56
86	198	147	122	58	170
135	151	165	100	169	117
63	81	96	149	116	78
49	193	186	32	112	22
17	158	123	150	64	160
170	82	24	71	150	176
189	143	162	33	106	26
73	160	144	108	156	59
135	47	122	81	135	161
42	85	107	73	43	89
17	20	106	135	84	129
170	33	20	151	91	116
158	31	98	54	135	99
26	67	144	59	11	78
146	71	159	62	108	150
64	51	101	189	59	53
53	179	37	141	153	153
192	72	100	21	192	55
116	17	101	141	64	84
57	190	80	119	46	18
17	130	5	61	190	77
99	145	141	131	42	20
62	66	190	65	39	173
48	57	197	1	153	107
155	173	115	28	171	41
108	6	183	74	44	104
112	66	99	148	29	37
25	198	98	164	2	80
64	180	164	25	34	125
183	37	100	152	9	19
101	95	60	199	80	156
113	142	155	109	41	56
51	113	144	188	191	197
160	152	19	49	90	4
132	134	106	29	200	8
6	54	91	127	8	197
46	196	115	107	160	148
109	130	140	189	85	149
161	66	96	48	161	106
151	101	19	98	130	95
138	42	64	101	81	116
121	104	190	150	21	105
18	19	197	51	193	140
173	142	17	146	134	45
70	163	169	62	129	55
39	137	32	100	174	170
94	64	96	178	88	46
125	60	10	172	96	161
68	178	14	78	101	70
39	86	15	35	12	93
64	99	78	130	122	92
153	88	188	114	96	7
142	92	80	188	154	30
134	198	129	12	24	35
44	94	127	102	153	86
66	146	68	28	156	78
132	65	65	80	160	109
151	73	59	200	12	97
113	17	46	162	127	140
162	47	19	156	30	134
49	82	161	28	77	7
19	102	36	42	57	153
12	34	101	75	90	30
139	24	152	82	176	90
107	155	125	197	191	59
11	168	135	27	120	163
30	156	83	77	134	200
43	92	198	95	152	141
37	69	19	141	93	129
146	108	98	22	53	43
14	71	110	94	85	187
40	141	81	47	89	36
45	189	11	149	196	123
49	187	45	91	175	113
102	105	22	186	13	136
102	114	151	119	187	50
131	136	114	86	192	8
139	67	29	2	196	66
186	70	83	163	64	43
47	195	59	130	3	113
88	62	11	92	75	28
165	165	59	110	196	115
24	56	163	140	135	92
130	136	157	46	193	50
9	151	120	81	20	97
144	46	20	8	84	3
121	128	143	142	152	2
164	170	54	185	165	107
163	49	147	193	55	138
140	161	174	14	128	67
14	77	122	73	50	160
12	170	93	115	56	109
54	93	106	157	64	192
65	62	98	85	38	84
73	23	72	47	75	193
175	154	165	45	76	49
190	22	113	180	135	106
138	164	168	130	185	79
135	68	117	100	175	163
149	63	163	88	69	142
200	79	26	176	141	60
8	157	104	158	200	75
13	33	73	144	92	147
111	16	53	133	33	169
154	93	14	95	141	185
155	169	174	69	11	21
48	16	68	109	200	59
21	119	163	104	178	76
49	115	52	166	133	144
130	179	120	20	73	14
21	94	194	133	90	71
84	163	123	143	89	117
105	116	143	112	92	90
11	34	83	111	133	97
72	15	101	161	120	176
19	114	176	113	24	52
16	66	87	46	41	80
134	146	68	159	92	122
73	55	127	71	60	131
47	175	104	170	96	72
12	18	57	197	196	23
119	140	193	34	90	188
161	28	53	16	104	172
121	141	181	11	199	186
181	18	47	90	56	33
173	35	105	185	40	56
16	157	40	119	139	44
61	107	96	35	90	194
1	135	174	14	133	127
49	168	192	148	149	66
148	164	100	5	17	81
104	89	180	107	45	12
194	94	70	172	175	77
35	129	115	137	40	27
195	60	146	7	45	61
156	179	155	114	89	81
199	111	135	197	160	80
133	61	193	147	169	86
67	60	98	70	105	156
30	199	59	143	170	132
103	199	43	7	192	114
52	32	32	200	192	177
133	109	80	190	25	192
139	94	46	82	102	17
77	68	127	19	19	164
179	1	190	104	111	196
197	10	163	113	152	72
175	192	88	75	123	84
12	146	168	160	200	95
150	131	88	197	196	178
103	28	45	1	63	87
113	98	196	86	186	200
59	71	42	131	77	178
